x,y,z
32226,49922,53569
1099,24215,41894
51744,11890,45804
26901,65487,11853
14730,39557,52069
21184,3009,14189
34115,24157,45931
23192,10291,26388
56801,44025,1368
37266,49290,39946
30104,38438,31844
61003,35450,63343
44466,57069,8247
15366,49403,43924
64010,25733,53151
28080,62758,26047
21164,14076,5687
29058,30809,56934
12827,33139,43097
41427,40846,51901
62984,63386,35728
50497,22341,50669
29490,61945,40760
17185,30091,10965
35638,6575,62930
37951,29764,31159
23059,42761,61832
33007,12200,52560
31431,26572,58516
13103,31640,64190
58775,46998,33460
31696,13699,46528
30947,20421,14215
34920,42937,24653
46484,5751,52554
7813,9319,38221
64871,3682,29475
13101,8804,23389
64823,48248,58568
27181,63962,21634
19982,60812,20255
64464,10171,52326
31447,63317,53408
30255,49818,65266
30365,19089,25022
25407,60470,55568
10579,32385,31761
23601,20069,22881
32408,55836,426
40558,1868,64753
36618,49213,59194
23566,45356,63867
39943,4611,33130
28593,61521,44366
9956,54566,19110
39767,64047,23969
36526,8917,32580
39629,35542,40761
60620,64124,58038
55772,2000,41992
35987,27992,5933
63925,43650,37099
55743,27658,35228
25378,20888,41435
65507,6088,495
55927,47983,36012
58789,13723,50148
54897,16562,26026
27765,13436,187
23447,24473,20886
39349,3180,2245
55368,13050,35566
12492,31915,26968
38654,41016,40917
27117,25133,61444
16909,28146,7121
18290,29815,57992
3703,50946,39307
41608,34352,33018
7162,4215,15034
34637,59648,42533
17536,695,44630
55563,57568,60161
45407,29255,36246
20612,53594,55256
59898,23704,24949
10865,33967,27088
10709,38803,53619
23699,47768,36264
63737,10058,50608
34428,10486,52872
26957,29060,65328
41995,3024,59983
49296,38129,45803
24048,35975,30315
24174,21819,46768
36368,47561,39619
58666,26953,39829
863,19540,29290
44509,48039,31113
49175,26565,59147
29502,38227,14109
46434,9297,15618
27940,61832,8230
51306,42797,30110
40686,6413,30530
42764,23041,9451
50380,58635,31559
22848,27018,16791
48476,14552,43920
13347,41665,61466
41819,13638,59694
57230,2921,7566
17929,60150,34099
14017,61985,45355
47365,1815,44061
63426,52272,14132
24615,50552,49728
46279,21236,47104
5138,15677,62078
60334,41027,32724
3128,61594,3575
43695,4600,56199
20330,25060,47216
60694,12575,25874
28606,48205,54003
3412,10800,24482
36852,33192,63944
36850,37787,53295
42898,58189,54397
38382,44107,24681
63209,47030,59887
58228,30400,48749
14648,6050,34134
7007,65015,54521
11834,6213,29069
62356,33349,48134
49015,39853,50955
54587,42803,3313
47696,38216,43758
12759,38373,37764
50450,40439,12777
7777,25052,31910
42662,57552,24454
31146,53672,56611
55739,43932,42767
37474,15089,49738
56475,4486,59085
40045,10619,44684
47827,34984,46217
42601,55528,54477
51770,29539,54995
13813,29782,59581
8898,7099,62233
27879,32904,54592
6393,18551,28938
33553,4968,41913
18735,53279,22693
1517,57961,63539
32903,15225,59578
18246,26312,52085
5686,51594,46466
41590,61248,44789
61594,49303,8179
59531,63655,54203
39324,50092,1962
32664,51498,17625
52850,11145,47004
24710,26880,7802
53913,3969,2282
54246,893,7807
63067,58504,41040
28882,9849,18758
20760,38625,34769
5564,65462,61662
17300,16270,45488
48327,16690,13356
37937,14704,24385
65394,39074,19817
37189,64275,12516
33575,37799,1006
17744,56260,38765
16398,42929,12784
23450,50728,33744
63045,14786,46007
29873,36814,65016
5879,56237,53172
15017,8398,31547
38037,37060,41735
25140,49456,32250
64319,22673,38598
43941,30416,15860
62862,47168,62245
26207,40982,29648
16223,19676,40609
61127,4329,46318
62708,8553,24754
33148,50371,22831
31033,23028,6057
37001,33418,41486
12260,12376,41938
19323,20123,19878
58422,14387,405
17819,19040,59253
18975,41041,23145
62193,48420,41478
50404,14465,58567
15809,39268,40097
2337,22163,62027
43603,14103,56817
36393,42852,40543
15835,57645,19671
54785,22337,21092
38771,18897,21
33759,25801,5499
51155,8135,54511
5788,41113,17088
60824,36845,65528
28704,45792,37463
34741,43744,65020
30722,23468,44857
27188,50062,63437
31582,23553,42227
48001,63704,58115
40716,3986,62157
17581,3621,15964
17788,56840,42670
14415,58911,5610
23467,48183,36769
44406,3415,33065
197,35344,64792
26867,63188,60045
52009,21405,15229
44745,15815,46790
56410,51609,26656
7228,9684,34105
31662,16000,115
2691,27329,39479
21689,2783,3165
47098,49567,23723
51630,21212,52416
43955,19536,30167
20526,4991,26733
57817,22275,54271
45090,39788,57219
28944,47791,24113
29881,44590,60930
47223,51300,59755
34080,10209,60991
30728,46285,47644
9044,57328,53702
45130,2303,11189
39056,61199,56058
56659,29874,29014
7920,14154,15005
36216,51037,53663
59560,14261,10338
49932,6528,39160
1337,64627,60057
52932,24899,55821
38887,32997,13758
10657,52752,7955
49874,38920,61075
45657,12574,4106
51048,21059,17379
34442,60517,1303
50157,63058,60373
9069,31382,54317
2298,55708,59904
63235,601,62563
45140,61757,56755
8816,38470,5581
13702,52151,47899
49649,42698,64310
37925,5945,46162
36146,32743,21348
9095,38973,57702
54746,9515,19533
58403,15863,13038
42507,43892,62814
8344,43365,10142
64767,24324,53366
65452,21673,54267
58406,16420,65534
667,25343,57759
47386,27153,15736
32691,9232,57858
3970,1285,22939
53404,17329,43703
53358,59430,4636
61390,46665,62557
21064,18082,36459
3777,53061,54865
14441,38395,34898
10380,47825,39272
2782,50046,23852
41418,47970,30026
57431,54042,8531
32700,60907,43403
9522,33127,38416
41457,42775,33732
37800,64563,5415
53696,57034,32512
22323,16800,51039
30436,51633,25312
40080,5826,9806
40291,13645,30907
24822,61870,61372
42906,25765,25714
14190,13923,58912
15736,6254,27464
59248,32219,58466
10376,35834,4284
14878,60871,7821
32387,38915,44707
5758,7917,14791
20471,21546,6981
60296,42298,21328
52504,26561,33740
22433,60715,54322
25478,63994,33127
25252,11977,34218
53313,2349,10983
33629,64727,58282
51057,52513,59081
39995,39114,52998
2418,35999,32790
28036,17960,30221
23147,18061,12788
29041,7285,25429
31467,35770,12360
35312,27469,63137
40730,2121,10472
40781,35846,55529
50398,58941,30909
33953,10592,24447
54326,22941,54778
17756,31021,2752
45646,20902,46634
51544,58451,23251
41874,12909,50514
54750,5432,18892
46307,529,51137
51538,7797,50977
60018,40838,55886
41203,42827,58868
19460,34358,53390
4584,36018,4378
31685,9444,41801
31443,54584,58897
42351,28385,42260
21334,29621,38670
39269,27521,62803
35143,37451,16624
60264,46671,46996
18199,49886,24432
49509,30002,4038
2531,15421,27657
46774,38492,34113
48361,59537,49021
657,2156,58556
12090,2912,46579
9112,12445,55658
36107,58182,8519
28726,50693,2811
33750,47720,5912
45602,17775,31599
53527,42341,64716
41856,14186,21417
43646,2202,28961
4665,6439,10487
16119,7938,40732
47941,1786,3632
25547,51473,52402
45973,53394,26500
12973,34012,30700
58677,15185,16523
367,54588,11183
37077,5897,35762
44581,40460,12762
28056,5292,46707
28204,1191,51731
39406,21518,28656
46841,3109,5509
9594,51771,956
20338,16408,44395
36502,27272,7980
46668,28330,58260
41224,43924,6508
54261,60066,37888
50475,9953,17164
30482,43751,38620
32049,16881,2897
44825,22227,56521
11099,47504,473
23993,52500,48975
26654,13897,55872
7990,21357,55201
21145,23531,57357
53746,56318,32166
2196,44528,16599
44001,6654,49811
12495,11603,22029
62350,7862,1992
1623,35850,53569
40040,36453,41894
30178,21431,45804
33836,712,11853
47684,60296,52069
49047,27590,14189
23356,9974,45931
19620,23991,26388
45035,26056,1368
31423,49060,39946
37295,20801,31844
40713,3691,63343
59421,56509,8247
44282,52051,43924
47491,15084,53151
10084,65364,26047
45913,42948,5687
63340,42212,56934
22534,51309,43097
14967,57914,51901
58164,50088,35728
11575,8450,50669
26368,6855,40760
20882,28440,10965
29854,15317,62930
30567,33367,31159
4386,4191,61832
40610,63507,52560
10443,30195,58516
41647,11700,64190
53067,19574,33460
56633,53495,46528
21008,23236,14215
42048,43670,24653
52865,46288,52554
12118,7694,38221
55512,62859,29475
35791,3300,23389
1266,59294,58568
38259,24838,21634
9175,15497,20255
9435,4429,52326
9631,36167,53408
6754,56487,65266
23239,44665,25022
12978,55626,55568
10790,2861,31761
8132,4260,22881
50492,36030,426
11842,7515,64753
38164,53407,59194
1542,59229,63867
55607,29827,33130
43424,49017,44366
20630,33175,19110
5466,35058,23969
51507,32708,32580
55457,6371,40761
38270,62561,58038
8679,40286,41992
2004,498,5933
34782,18242,37099
5042,5493,35228
22956,18029,41435
49566,56120,495
59540,43591,36012
44876,64449,50148
20716,42593,26026
7548,39209,187
47027,58955,20886
36957,62954,2245
14243,26257,35566
19305,362,26968
47318,61951,40917
41714,61895,61444
14300,49052,7121
10778,242,57992
44420,15707,39307
23397,3436,33018
59477,15584,15034
6011,6826,42533
9067,27641,44630
8346,18159,60161
58719,46143,36246
4431,3698,55256
2835,49922,24949
44987,24215,27088
45502,11890,53619
28246,65487,36264
43470,39557,50608
12599,3009,52872
10000,24157,65328
37784,10291,59983
36544,44025,45803
50733,49290,30315
36726,38438,46768
24656,35450,39619
20600,57069,39829
30650,49403,29290
48307,25733,31113
32881,62758,59147
19237,14076,14109
56341,30809,15618
52043,33139,8230
7466,40846,30110
32849,63386,30530
50469,22341,9451
48626,61945,31559
18501,30091,16791
53770,6575,43920
60692,29764,61466
34654,42761,59694
64432,12200,7566
62679,26572,34099
22540,31640,45355
62359,46998,44061
7175,13699,14132
28093,20421,49728
14620,42937,47104
26143,5751,62078
13150,9319,32724
14952,3682,3575
5220,8804,56199
8975,48248,47216
24408,63962,25874
49652,60812,54003
61621,10171,24482
10652,63317,63944
32226,49818,53295
1099,19089,54397
51744,60470,24681
26901,32385,59887
14730,20069,48749
21184,55836,34134
34115,1868,54521
23192,49213,29069
56801,45356,48134
37266,4611,50955
30104,61521,3313
61003,54566,43758
44466,64047,37764
15366,8917,12777
64010,35542,31910
28080,64124,24454
21164,2000,56611
29058,27992,42767
12827,43650,49738
41427,27658,59085
62984,20888,44684
50497,6088,46217
29490,47983,54477
17185,13723,54995
35638,16562,59581
37951,13436,62233
23059,24473,54592
33007,3180,28938
31431,13050,41913
13103,31915,22693
58775,41016,63539
31696,25133,59578
30947,28146,52085
34920,29815,46466
46484,50946,44789
7813,34352,8179
64871,4215,54203
13101,59648,1962
64823,695,17625
27181,57568,47004
19982,29255,7802
64464,53594,2282
31447,23704,7807
30255,33967,41040
30365,38803,18758
25407,47768,34769
10579,10058,61662
23601,10486,45488
32408,29060,13356
40558,3024,24385
36618,38129,19817
23566,35975,12516
39943,21819,1006
28593,47561,38765
9956,26953,12784
39767,19540,33744
36526,48039,46007
39629,26565,65016
60620,38227,53172
55772,9297,31547
35987,61832,41735
63925,42797,32250
55743,6413,38598
25378,23041,15860
65507,58635,62245
55927,27018,29648
58789,14552,40609
54897,41665,46318
27765,13638,24754
23447,2921,22831
39349,60150,6057
55368,61985,41486
12492,1815,41938
38654,52272,19878
27117,50552,405
16909,21236,59253
18290,15677,23145
3703,41027,41478
41608,61594,58567
7162,4600,40097
34637,25060,62027
17536,12575,56817
55563,48205,40543
45407,10800,19671
20612,33192,21092
59898,37787,21
10865,58189,5499
10709,44107,54511
23699,47030,17088
63737,30400,65528
34428,6050,37463
26957,65015,65020
41995,6213,44857
49296,33349,63437
24048,39853,42227
24174,42803,58115
36368,38216,62157
58666,38373,15964
863,40439,42670
44509,25052,5610
49175,57552,36769
29502,53672,33065
46434,43932,64792
27940,15089,60045
51306,4486,15229
40686,10619,46790
42764,34984,26656
50380,55528,34105
22848,29539,115
48476,29782,39479
13347,7099,3165
41819,32904,23723
57230,18551,52416
17929,4968,30167
14017,53279,26733
47365,57961,54271
63426,15225,57219
24615,26312,24113
46279,51594,60930
5138,61248,59755
60334,49303,60991
3128,63655,47644
43695,50092,53702
20330,51498,11189
60694,11145,56058
28606,26880,29014
3412,3969,15005
36852,893,53663
36850,58504,10338
42898,9849,39160
38382,38625,60057
63209,65462,55821
58228,16270,13758
14648,16690,7955
7007,14704,61075
11834,39074,4106
62356,64275,17379
49015,37799,1303
54587,56260,60373
47696,42929,54317
12759,50728,59904
50450,14786,62563
7777,36814,56755
42662,56237,5581
31146,8398,47899
55739,37060,64310
37474,49456,46162
56475,22673,21348
40045,30416,57702
47827,47168,19533
42601,40982,13038
51770,19676,62814
13813,4329,10142
8898,8553,53366
27879,50371,54267
6393,23028,65534
33553,33418,57759
18735,12376,15736
1517,20123,57858
32903,14387,22939
18246,19040,43703
5686,41041,4636
41590,48420,62557
61594,14465,36459
59531,39268,54865
39324,22163,34898
32664,14103,39272
52850,42852,23852
24710,57645,30026
53913,22337,8531
54246,18897,43403
63067,25801,38416
28882,8135,33732
20760,41113,5415
5564,36845,32512
17300,45792,51039
48327,43744,25312
37937,23468,9806
65394,50062,30907
37189,23553,61372
33575,63704,25714
17744,3986,58912
16398,3621,27464
23450,56840,58466
63045,58911,4284
29873,48183,7821
5879,3415,44707
15017,35344,14791
38037,63188,6981
25140,21405,21328
64319,15815,33740
43941,51609,54322
62862,9684,33127
26207,16000,34218
16223,27329,10983
61127,2783,58282
62708,49567,59081
33148,21212,52998
31033,19536,32790
37001,4991,30221
12260,22275,12788
19323,39788,25429
58422,47791,12360
17819,44590,63137
18975,51300,10472
62193,10209,55529
50404,46285,30909
15809,57328,24447
2337,2303,54778
43603,61199,2752
36393,29874,46634
15835,14154,23251
54785,51037,50514
38771,14261,18892
33759,6528,51137
51155,64627,50977
5788,24899,55886
60824,32997,58868
28704,52752,53390
34741,38920,4378
30722,12574,41801
27188,21059,58897
31582,60517,42260
48001,63058,38670
40716,31382,62803
17581,55708,16624
17788,601,46996
14415,61757,24432
23467,38470,4038
44406,52151,27657
197,42698,34113
26867,5945,49021
52009,32743,58556
44745,38973,46579
56410,9515,55658
7228,15863,8519
31662,43892,2811
2691,43365,5912
21689,24324,31599
47098,21673,64716
51630,16420,21417
43955,25343,28961
20526,27153,10487
57817,9232,40732
45090,1285,3632
28944,17329,52402
29881,59430,26500
47223,46665,30700
34080,18082,16523
30728,53061,11183
9044,38395,35762
45130,47825,12762
39056,50046,46707
56659,47970,51731
7920,54042,28656
36216,60907,5509
59560,33127,956
49932,42775,44395
1337,64563,7980
52932,57034,58260
38887,16800,6508
10657,51633,37888
49874,5826,17164
45657,13645,38620
51048,61870,2897
34442,25765,56521
50157,13923,473
9069,6254,48975
2298,32219,55872
63235,35834,55201
45140,60871,57357
8816,38915,32166
13702,7917,16599
49649,21546,49811
37925,42298,22029
36146,26561,1992
9095,60715,53569
54746,63994,41894
58403,11977,45804
42507,2349,11853
8344,64727,52069
64767,52513,14189
65452,39114,45931
58406,35999,26388
667,17960,1368
47386,18061,39946
32691,7285,31844
3970,35770,63343
53404,27469,8247
53358,2121,43924
61390,35846,53151
21064,58941,26047
3777,10592,5687
14441,22941,56934
10380,31021,43097
2782,20902,51901
41418,58451,35728
57431,12909,50669
32700,5432,40760
9522,529,10965
41457,7797,62930
37800,40838,31159
53696,42827,61832
22323,34358,52560
30436,36018,58516
40080,9444,64190
40291,54584,33460
24822,28385,46528
42906,29621,14215
14190,27521,24653
15736,37451,52554
59248,46671,38221
10376,49886,29475
14878,30002,23389
32387,15421,58568
5758,38492,21634
20471,59537,20255
60296,2156,52326
52504,2912,53408
22433,12445,65266
25478,58182,25022
25252,50693,55568
53313,47720,31761
33629,17775,22881
51057,42341,426
39995,14186,64753
2418,2202,59194
28036,6439,63867
23147,7938,33130
29041,1786,44366
31467,51473,19110
35312,53394,23969
40730,34012,32580
40781,15185,40761
50398,54588,58038
33953,5897,41992
54326,40460,5933
17756,5292,37099
45646,1191,35228
51544,21518,41435
41874,3109,495
54750,51771,36012
46307,16408,50148
51538,27272,26026
60018,28330,187
41203,43924,20886
19460,60066,2245
4584,9953,35566
31685,43751,26968
31443,16881,40917
42351,22227,61444
21334,47504,7121
39269,52500,57992
35143,13897,39307
60264,21357,33018
18199,23531,15034
49509,56318,42533
2531,44528,44630
46774,6654,60161
48361,11603,36246
657,7862,55256
12090,35850,24949
9112,36453,27088
36107,21431,53619
28726,712,36264
33750,60296,50608
45602,27590,52872
53527,9974,65328
41856,23991,59983
43646,26056,45803
4665,49060,30315
16119,20801,46768
47941,3691,39619
25547,56509,39829
45973,52051,29290
12973,15084,31113
58677,65364,59147
367,42948,14109
37077,42212,15618
44581,51309,8230
28056,57914,30110
28204,50088,30530
39406,8450,9451
46841,6855,31559
9594,28440,16791
20338,15317,43920
36502,33367,61466
46668,4191,59694
41224,63507,7566
54261,30195,34099
50475,11700,45355
30482,19574,44061
32049,53495,14132
44825,23236,49728
11099,43670,47104
23993,46288,62078
26654,7694,32724
7990,62859,3575
21145,3300,56199
53746,59294,47216
2196,24838,25874
44001,15497,54003
12495,4429,24482
62350,36167,63944
1623,56487,53295
40040,44665,54397
30178,55626,24681
33836,2861,59887
47684,4260,48749
49047,36030,34134
23356,7515,54521
19620,53407,29069
45035,59229,48134
31423,29827,50955
37295,49017,3313
40713,33175,43758
59421,35058,37764
44282,32708,12777
47491,6371,31910
10084,62561,24454
45913,40286,56611
63340,498,42767
22534,18242,49738
14967,5493,59085
58164,18029,44684
11575,56120,46217
26368,43591,54477
20882,64449,54995
29854,42593,59581
30567,39209,62233
4386,58955,54592
40610,62954,28938
10443,26257,41913
41647,362,22693
53067,61951,63539
56633,61895,59578
21008,49052,52085
42048,242,46466
52865,15707,44789
12118,3436,8179
55512,15584,54203
35791,6826,1962
1266,27641,17625
38259,18159,47004
9175,46143,7802
9435,3698,2282
9631,49922,7807
6754,24215,41040
23239,11890,18758
12978,65487,34769
10790,39557,61662
8132,3009,45488
50492,24157,13356
11842,10291,24385
38164,44025,19817
1542,49290,12516
55607,38438,1006
43424,35450,38765
20630,57069,12784
5466,49403,33744
51507,25733,46007
55457,62758,65016
38270,14076,53172
8679,30809,31547
2004,33139,41735
34782,40846,32250
5042,63386,38598
22956,22341,15860
49566,61945,62245
59540,30091,29648
44876,6575,40609
20716,29764,46318
7548,42761,24754
47027,12200,22831
36957,26572,6057
14243,31640,41486
19305,46998,41938
47318,13699,19878
41714,20421,405
14300,42937,59253
10778,5751,23145
44420,9319,41478
23397,3682,58567
59477,8804,40097
6011,48248,62027
9067,63962,56817
8346,60812,40543
58719,10171,19671
4431,63317,21092
2835,49818,21
44987,19089,5499
45502,60470,54511
28246,32385,17088
43470,20069,65528
12599,55836,37463
10000,1868,65020
37784,49213,44857
36544,45356,63437
50733,4611,42227
36726,61521,58115
24656,54566,62157
20600,64047,15964
30650,8917,42670
48307,35542,5610
32881,64124,36769
19237,2000,33065
56341,27992,64792
52043,43650,60045
7466,27658,15229
32849,20888,46790
50469,6088,26656
48626,47983,34105
18501,13723,115
53770,16562,39479
60692,13436,3165
34654,24473,23723
64432,3180,52416
62679,13050,30167
22540,31915,26733
62359,41016,54271
7175,25133,57219
28093,28146,24113
14620,29815,60930
26143,50946,59755
13150,34352,60991
14952,4215,47644
5220,59648,53702
8975,695,11189
24408,57568,56058
49652,29255,29014
61621,53594,15005
10652,23704,53663
32226,33967,10338
1099,38803,39160
51744,47768,60057
26901,10058,55821
14730,10486,13758
21184,29060,7955
34115,3024,61075
23192,38129,4106
56801,35975,17379
37266,21819,1303
30104,47561,60373
61003,26953,54317
44466,19540,59904
15366,48039,62563
64010,26565,56755
28080,38227,5581
21164,9297,47899
29058,61832,64310
12827,42797,46162
41427,6413,21348
62984,23041,57702
50497,58635,19533
29490,27018,13038
17185,14552,62814
35638,41665,10142
37951,13638,53366
23059,2921,54267
33007,60150,65534
31431,61985,57759
13103,1815,15736
58775,52272,57858
31696,50552,22939
30947,21236,43703
34920,15677,4636
46484,41027,62557
7813,61594,36459
64871,4600,54865
13101,25060,34898
64823,12575,39272
27181,48205,23852
19982,10800,30026
64464,33192,8531
31447,37787,43403
30255,58189,38416
30365,44107,33732
25407,47030,5415
10579,30400,32512
23601,6050,51039
32408,65015,25312
40558,6213,9806
36618,33349,30907
23566,39853,61372
39943,42803,25714
28593,38216,58912
9956,38373,27464
39767,40439,58466
36526,25052,4284
39629,57552,7821
60620,53672,44707
55772,43932,14791
35987,15089,6981
63925,4486,21328
55743,10619,33740
25378,34984,54322
65507,55528,33127
55927,29539,34218
58789,29782,10983
54897,7099,58282
27765,32904,59081
23447,18551,52998
39349,4968,32790
55368,53279,30221
12492,57961,12788
38654,15225,25429
27117,26312,12360
16909,51594,63137
18290,61248,10472
3703,49303,55529
41608,63655,30909
7162,50092,24447
34637,51498,54778
17536,11145,2752
55563,26880,46634
45407,3969,23251
20612,893,50514
59898,58504,18892
10865,9849,51137
10709,38625,50977
23699,65462,55886
63737,16270,58868
34428,16690,53390
26957,14704,4378
41995,39074,41801
49296,64275,58897
24048,37799,42260
24174,56260,38670
36368,42929,62803
58666,50728,16624
863,14786,46996
44509,36814,24432
49175,56237,4038
29502,8398,27657
46434,37060,34113
27940,49456,49021
51306,22673,58556
40686,30416,46579
42764,47168,55658
50380,40982,8519
22848,19676,2811
48476,4329,5912
13347,8553,31599
41819,50371,64716
57230,23028,21417
17929,33418,28961
14017,12376,10487
47365,20123,40732
63426,14387,3632
24615,19040,52402
46279,41041,26500
5138,48420,30700
60334,14465,16523
3128,39268,11183
43695,22163,35762
20330,14103,12762
60694,42852,46707
28606,57645,51731
3412,22337,28656
36852,18897,5509
36850,25801,956
42898,8135,44395
38382,41113,7980
63209,36845,58260
58228,45792,6508
14648,43744,37888
7007,23468,17164
11834,50062,38620
62356,23553,2897
49015,63704,56521
54587,3986,473
47696,3621,48975
12759,56840,55872
50450,58911,55201
7777,48183,57357
42662,3415,32166
31146,35344,16599
55739,63188,49811
37474,21405,22029
56475,15815,1992
40045,51609,53569
47827,9684,41894
42601,16000,45804
51770,27329,11853
13813,2783,52069
8898,49567,14189
27879,21212,45931
6393,19536,26388
33553,4991,1368
18735,22275,39946
1517,39788,31844
32903,47791,63343
18246,44590,8247
5686,51300,43924
41590,10209,53151
61594,46285,26047
59531,57328,5687
39324,2303,56934
32664,61199,43097
52850,29874,51901
24710,14154,35728
53913,51037,50669
54246,14261,40760
63067,6528,10965
28882,64627,62930
20760,24899,31159
5564,32997,61832
17300,52752,52560
48327,38920,58516
37937,12574,64190
65394,21059,33460
37189,60517,46528
33575,63058,14215
17744,31382,24653
16398,55708,52554
23450,601,38221
63045,61757,29475
29873,38470,23389
5879,52151,58568
15017,42698,21634
38037,5945,20255
25140,32743,52326
64319,38973,53408
43941,9515,65266
62862,15863,25022
26207,43892,55568
16223,43365,31761
61127,24324,22881
62708,21673,426
33148,16420,64753
31033,25343,59194
37001,27153,63867
12260,9232,33130
19323,1285,44366
58422,17329,19110
17819,59430,23969
18975,46665,32580
62193,18082,40761
50404,53061,58038
15809,38395,41992
2337,47825,5933
43603,50046,37099
36393,47970,35228
15835,54042,41435
54785,60907,495
38771,33127,36012
33759,42775,50148
51155,64563,26026
5788,57034,187
60824,16800,20886
28704,51633,2245
34741,5826,35566
30722,13645,26968
27188,61870,40917
31582,25765,61444
48001,13923,7121
40716,6254,57992
17581,32219,39307
17788,35834,33018
14415,60871,15034
23467,38915,42533
44406,7917,44630
197,21546,60161
26867,42298,36246
52009,26561,55256
44745,60715,24949
56410,63994,27088
7228,11977,53619
31662,2349,36264
2691,64727,50608
21689,52513,52872
47098,39114,65328
51630,35999,59983
43955,17960,45803
20526,18061,30315
57817,7285,46768
45090,35770,39619
28944,27469,39829
29881,2121,29290
47223,35846,31113
34080,58941,59147
30728,10592,14109
9044,22941,15618
45130,31021,8230
39056,20902,30110
56659,58451,30530
7920,12909,9451
36216,5432,31559
59560,529,16791
49932,7797,43920
1337,40838,61466
52932,42827,59694
38887,34358,7566
10657,36018,34099
49874,9444,45355
45657,54584,44061
51048,28385,14132
34442,29621,49728
50157,27521,47104
9069,37451,62078
2298,46671,32724
63235,49886,3575
45140,30002,56199
8816,15421,47216
13702,38492,25874
49649,59537,54003
37925,2156,24482
36146,2912,63944
9095,12445,53295
54746,58182,54397
58403,50693,24681
42507,47720,59887
8344,17775,48749
64767,42341,34134
65452,14186,54521
58406,2202,29069
667,6439,48134
47386,7938,50955
32691,1786,3313
3970,51473,43758
53404,53394,37764
53358,34012,12777
61390,15185,31910
21064,54588,24454
3777,5897,56611
14441,40460,42767
10380,5292,49738
2782,1191,59085
41418,21518,44684
57431,3109,46217
32700,51771,54477
9522,16408,54995
41457,27272,59581
37800,28330,62233
53696,43924,54592
22323,60066,28938
30436,9953,41913
40080,43751,22693
40291,16881,63539
24822,22227,59578
42906,47504,52085
14190,52500,46466
15736,13897,44789
59248,21357,8179
10376,23531,54203
14878,56318,1962
32387,44528,17625
5758,6654,47004
20471,11603,7802
60296,7862,2282
52504,35850,7807
22433,36453,41040
25478,21431,18758
25252,712,34769
53313,60296,61662
33629,27590,45488
51057,9974,13356
39995,23991,24385
2418,26056,19817
28036,49060,12516
23147,20801,1006
29041,3691,38765
31467,56509,12784
35312,52051,33744
40730,15084,46007
40781,65364,65016
50398,42948,53172
33953,42212,31547
54326,51309,41735
17756,57914,32250
45646,50088,38598
51544,8450,15860
41874,6855,62245
54750,28440,29648
46307,15317,40609
51538,33367,46318
60018,4191,24754
41203,63507,22831
19460,30195,6057
4584,11700,41486
31685,19574,41938
31443,53495,19878
42351,23236,405
21334,43670,59253
39269,46288,23145
35143,7694,41478
60264,62859,58567
18199,3300,40097
49509,59294,62027
2531,24838,56817
46774,15497,40543
48361,4429,19671
657,36167,21092
12090,56487,21
9112,44665,5499
36107,55626,54511
28726,2861,17088
33750,4260,65528
45602,36030,37463
53527,7515,65020
41856,53407,44857
43646,59229,63437
4665,29827,42227
16119,49017,58115
47941,33175,62157
25547,35058,15964
45973,32708,42670
12973,6371,5610
58677,62561,36769
367,40286,33065
37077,498,64792
44581,18242,60045
28056,5493,15229
28204,18029,46790
39406,56120,26656
46841,43591,34105
9594,64449,115
20338,42593,39479
36502,39209,3165
46668,58955,23723
41224,62954,52416
54261,26257,30167
50475,362,26733
30482,61951,54271
32049,61895,57219
44825,49052,24113
11099,242,60930
23993,15707,59755
26654,3436,60991
7990,15584,47644
21145,6826,53702
53746,27641,11189
2196,18159,56058
44001,46143,29014
12495,3698,15005
62350,49922,53663
1623,24215,10338
40040,11890,39160
30178,65487,60057
33836,39557,55821
47684,3009,13758
49047,24157,7955
23356,10291,61075
19620,44025,4106
45035,49290,17379
31423,38438,1303
37295,35450,60373
40713,57069,54317
59421,49403,59904
44282,25733,62563
47491,62758,56755
10084,14076,5581
45913,30809,47899
63340,33139,64310
22534,40846,46162
14967,63386,21348
58164,22341,57702
11575,61945,19533
26368,30091,13038
20882,6575,62814
29854,29764,10142
30567,42761,53366
4386,12200,54267
40610,26572,65534
10443,31640,57759
41647,46998,15736
53067,13699,57858
56633,20421,22939
21008,42937,43703
42048,5751,4636
52865,9319,62557
12118,3682,36459
55512,8804,54865
35791,48248,34898
1266,63962,39272
38259,60812,23852
9175,10171,30026
9435,63317,8531
9631,49818,43403
6754,19089,38416
23239,60470,33732
12978,32385,5415
10790,20069,32512
8132,55836,51039
50492,1868,25312
11842,49213,9806
38164,45356,30907
1542,4611,61372
55607,61521,25714
43424,54566,58912
20630,64047,27464
5466,8917,58466
51507,35542,4284
55457,64124,7821
38270,2000,44707
8679,27992,14791
2004,43650,6981
34782,27658,21328
5042,20888,33740
22956,6088,54322
49566,47983,33127
59540,13723,34218
44876,16562,10983
20716,13436,58282
7548,24473,59081
47027,3180,52998
36957,13050,32790
14243,31915,30221
19305,41016,12788
47318,25133,25429
41714,28146,12360
14300,29815,63137
10778,50946,10472
44420,34352,55529
23397,4215,30909
59477,59648,24447
6011,695,54778
9067,57568,2752
8346,29255,46634
58719,53594,23251
4431,23704,50514
2835,33967,18892
44987,38803,51137
45502,47768,50977
28246,10058,55886
43470,10486,58868
12599,29060,53390
10000,3024,4378
37784,38129,41801
36544,35975,58897
